OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
86,a6860c70-d2d0-40d1-90bc-1b402f26b39d,35173349,08/27/1/1/1/0040,Nigeria,NGA,Borno,Shani,0,Walama,0,Walama Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.2838729996,11.9627560003,GRID3_EHEALTH,2024-11-11,11.9627560000001,10.283873
87,7164fd0b-f8b1-4b63-b9d1-8d3a1cacf066,79984538,08/13/1/1/1/0022,Nigeria,NGA,Borno,Jere,0,Mairi (Jere),0,Mairi Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.8111800003,13.18832,GRID3_EHEALTH,2024-11-11,13.18832,11.81118
88,6216f668-5ded-4e00-972d-5b1a397620c1,40308265,02/07/1/1/1/0045,Nigeria,NGA,Borno,Hong,1,Uba,1,Hussara Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.483886719,13.235900879,GRID3_EHEALTH,2024-11-11,13.235900879,10.4838867190001
89,7cfed8b2-2794-4a33-988e-ed0e91f91fdd,19591672,08/02/1/1/1/0054,Nigeria,NGA,Borno,Askira/Uba,0,Uba,0,Kuma Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.41587624,13.19606878,GRID3_EHEALTH,2024-11-11,13.1960687800001,10.41587624
90,3f2ef98c-9de2-4ae7-8a9c-7f3c6aa806bf,84806002,08/08/1/1/1/0031,Nigeria,NGA,Borno,Dikwa,0,Dikwa,0,Dikwa Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.0336491385,13.9251795201,GRID3_EHEALTH,2024-11-11,13.92517952,12.033649138
91,7933822a-bc3d-4763-8992-b419f8dd187e,67217131,08/16/1/1/1/0003,Nigeria,NGA,Borno,Konduga,0,Konduga,1,28 Housing Unit Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.6452099996,13.4247699997,GRID3_EHEALTH,2024-11-11,13.42477,11.6452100000001
92,93057d20-fd70-4dc3-a8ce-6f3d9a577bab,80087986,08/06/1/1/1/0014,Nigeria,NGA,Borno,Chibok,0,Likama,1,Likama Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.871395,12.84376667,GRID3_EHEALTH,2024-11-11,12.84376667,10.8713950000001
93,7f425020-4d29-4cbe-9565-93be00f3ff36,60715682,33/01/1/1/1/0019,Nigeria,NGA,Sokoto,Binji,0,Soron Yamma,0,Karani Health Clinic,NHFR_2024,Public,State Government,Primary,Primary Health Clinic,13.135243,4.55677600032,GRID3_EHEALTH,2024-11-11,4.55677600000007,13.1352430000001
94,28d120dc-d5ac-4723-ae7b-8903a57e0a3e,47565775,08/18/1/1/1/0015,Nigeria,NGA,Borno,Kwaya Kusar,0,Kwaya-Kusar,0,Kwaya Kusar Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,10.4991399999,11.8359500002,GRID3_EHEALTH,2024-11-11,11.83595,10.4991400000001
95,351f6e9c-2617-46c9-8831-de0c79316c2b,72495152,08/27/1/3/1/0001,Nigeria,NGA,Borno,Jere,0,Mairi (Jere),1,Maiduguri University Teaching Hospital,NHFR_2024,Public,Federal Government,Tertiary,Teaching/Tertiary Hospital,11.8263789997,13.1803229996,GRID3_EHEALTH,2024-11-11,13.180323,11.826379
96,a242a42d-fb9b-421d-a6be-7ea4beeb6070,31030918,08/23/1/1/1/0011,Nigeria,NGA,Borno,Mobbar,0,Damasak,0,Damasak Maternity and Child Health Centre,NHFR_2024,Public,Local Government,Primary,Primary Health Center,13.1053199997,12.5057500003,GRID3_EHEALTH,2024-11-11,12.50575,13.1053200000001
97,f9206570-68d5-4ee8-b3c5-757f6c98aa36,46187398,22/14/1/1/1/0014,Nigeria,NGA,Kogi,Ofu,0,Ejule (Ofu),0,Ejule (Ofu) Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.366673333,7.099893333,GRID3_EHEALTH,2024-11-11,7.09989333300007,7.36667333300005
98,850b3723-98b7-4532-8afa-5bbb1b6f0163,41641096,22/12/1/2/1/0006,Nigeria,NGA,Kogi,Lokoja,0,Lokoja A,0,Farec Clinic,NHFR_2024,Public,Unknown,Secondary,Primary Health Center,7.802936667,6.731006667,GRID3_EHEALTH,2024-11-11,6.73100666700003,7.80293666700004
99,e7d8c58e-7229-47b4-a985-c2a02b9566ee,75612975,22/12/1/1/1/0024,Nigeria,NGA,Kogi,Lokoja,0,Lokoja E,0,Kabawa Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.822268333,6.747116667,GRID3_EHEALTH,2024-11-11,6.74711666700006,7.82226833300007
100,e028b8d7-5d26-4e09-8745-7fd84c92129e,16486355,22/08/1/1/1/0062,Nigeria,NGA,Kogi,Igalamela-Odolu,0,Ajaka 1,0,Okenya Primary Health Care,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.143883333,6.792465,GRID3_EHEALTH,2024-11-11,6.79246500000005,7.14388333300008
101,7fd69529-489d-427b-94c8-54c8d549fb1d,13948961,22/12/1/1/1/0025,Nigeria,NGA,Kogi,Lokoja,0,Oworo,0,Karara Otube Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.941426667,6.755968333,GRID3_EHEALTH,2024-11-11,6.75596833300006,7.94142666700003
102,61359d76-e124-4519-b578-f220272fe682,70787210,22/08/1/1/2/0001,Nigeria,NGA,Kogi,Igalamela-Odolu,0,Ajaka 1,0,Odoma Clinic and Maternity,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,7.13086,6.769446667,GRID3_EHEALTH,2024-11-11,6.76944666700007,7.13086000000004
103,f8a2161f-b32c-4dfd-b229-2670a9798377,85320388,22/16/1/1/1/0019,Nigeria,NGA,Kogi,Okehi,0,Obeiba 2,0,Inata Primary Health Care,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.58812400998,6.16992191515,GRID3_EHEALTH,2024-11-11,6.16992191500003,7.58812401000006
104,9122e1c5-27ea-4718-97b0-badcba742422,77277296,22/08/1/1/1/0088,Nigeria,NGA,Kogi,Igalamela-Odolu,0,Oforachi 2,1,Ihiame Primary Health Care,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.20628,7.09819,NHFR_2024,2024-11-11,7.09819000000005,7.20628000000005
105,aec47297-c5aa-462b-b792-de5c58d6edda,18160635,22/17/1/1/1/0028,Nigeria,NGA,Kogi,Okene,0,Otutu,1,Otutu Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,7.54817940138,6.2428192962,GRID3_EHEALTH,2024-11-11,6.24281929600005,7.54817940100003
106,b1202645-6c3d-468b-9f14-57ad77ee999f,75428668,22/18/1/1/1/0055,Nigeria,NGA,Kogi,Olamaboro,0,Ikeje 4,0,Agala Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.187435,7.554658333,GRID3_EHEALTH,2024-11-11,7.55465833300002,7.18743500000005
107,f94d7eaf-4e1c-4e06-9949-9230dd2063f1,20910352,07/15/1/1/1/0007,Nigeria,NGA,Kogi,Ogbadibo,1,Ai-Oodo 1,1,Adum Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.16301913138,7.6512797755,GRID3_EHEALTH,2024-11-11,7.65127977500003,7.16301913100006
108,ada9dd1d-ea93-44b8-bbc6-469073500669,60538031,01/12/1/1/1/0011,Nigeria,NGA,Abia,Ugwunagbo,0,Umuarukwu,1,Asa Umuakwa Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,5.012195,7.3249133,GRID3_EHEALTH,2024-11-11,7.32491330000005,5.01219500000008
109,5654b749-03d1-44a2-8697-1512e2530004,20571929,01/12/1/1/1/0034,Nigeria,NGA,Abia,Ugwunagbo,0,Ihieukwu,1,Umuagara Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,4.997365,7.321581667,GRID3_EHEALTH,2024-11-11,7.32158166700003,4.99736500000006
110,933ad756-a6c1-4e19-999e-4a7a1673064b,28286959,01/12/1/1/1/0021,Nigeria,NGA,Abia,Ugwunagbo,0,Ihieukwu,1,Ihie Ukwu Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,5.0072833,7.3092183,GRID3_EHEALTH,2024-11-11,7.30921830000005,5.00728330000004
111,8bd65b3f-66d3-4368-a6f9-8abf767a9855,68876985,27/18/1/1/1/0017,Nigeria,NGA,Ogun,Sagamu,0,Itun Sokun,1,Sagamu Community Centre,NHFR_2024,Public,Local Government,Primary,Health Post,6.841305,3.646216667,GRID3_EHEALTH,2024-11-11,3.64621666700003,6.84130500000003
112,8a9deca7-a24f-4e56-bdba-80f8710d4c58,71871915,11/13/1/1/1/0011,Nigeria,NGA,Ebonyi,Onicha,0,Ebia Oshiri,1,Ebia Oshiri Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.132526667,7.884983333,GRID3_EHEALTH,2024-11-11,7.88498333300004,6.13252666700004
113,a8e20fca-fd91-4a0a-b5e9-9c161497f101,77755816,01/12/1/1/1/0022,Nigeria,NGA,Abia,Ugwunagbo,0,Ihie-Obeaku,1,Isiala Ihie Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,5.02345,7.316343333,GRID3_EHEALTH,2024-11-11,7.31634333300002,5.02345000000003
114,619cc234-1efd-4132-ac66-74db3597f339,40868219,12/13/1/2/1/0001,Nigeria,NGA,Edo,Orhionmwon,0,Abiokunla 1,1,Abudu General Hospital,NHFR_2024,Public,State Government,Secondary,General Hospital,6.29418,6.02039,GRID3_EHEALTH,2024-11-11,6.02039000000002,6.29418000000004
115,61667ebd-4a56-4624-8dc0-b8db041594c4,70018049,36/03/1/1/1/0029,Nigeria,NGA,Zamfara,Birnin Magaji,0,Danfani Sabon Birni,1,Damfami Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.60696,6.85025,NHFR_2024,2024-11-11,6.85025000000007,12.6069600000001
116,3fcbcebf-ad77-49f9-8fc4-788f71f7f702,25174467,27/18/1/1/1/0017,Nigeria,NGA,Ogun,Sagamu,0,Latawa,1,Ayotola Hospital Specialist,NHFR_2024,Private,For Profit,Primary,Primary Health Center,6.843026667,3.640313333,GRID3_EHEALTH,2024-11-11,3.64031333300005,6.84302666700006
117,2bd28ecd-7e9d-43d2-a1c5-a77204d75663,13264527,36/05/1/1/1/0018,Nigeria,NGA,Zamfara,Bungudu,0,Bungudu,1,Gidan Dangwari Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.34008789,6.665527344,GRID3_EHEALTH,2024-11-11,6.66552734400005,12.3400878900001
118,4a7af38f-8136-4114-88f5-6b0347c5f065,64510190,12/13/1/1/2/0001,Nigeria,NGA,Edo,Orhionmwon,0,Abiokunla 1,1,Aigbogun Clinic and Maternity,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,6.28973,6.02669,GRID3_EHEALTH,2024-11-11,6.02669000000003,6.28973000000002
119,d3576365-eb5d-44e0-aee8-c7800d98ad00,37813357,27/18/1/1/1/0008,Nigeria,NGA,Ogun,Sagamu,0,Gra Sabo,1,El Bethel Medical Center,NHFR_2024,Public,Unknown,Primary,Primary Health Clinic,6.83462,3.64098,GRID3_EHEALTH,2024-11-11,3.64098000000007,6.83462000000003
120,831884e9-95d4-4719-8b34-311c41e04247,28330483,27/18/1/1/1/0017,Nigeria,NGA,Ogun,Sagamu,0,Ojumele,1,Gbekelolu Medical Center,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,6.845356667,3.63071,GRID3_EHEALTH,2024-11-11,3.63071000000002,6.84535666700003
121,3197d4be-7fa1-43dd-b848-bd1f6e87250f,77356676,13/02/1/1/1/0017,Nigeria,NGA,Ekiti,Efon,1,Alajo / Sur,1,Alawaye Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,7.748291016,4.969116211,GRID3_EHEALTH,2024-11-11,4.96911621100003,7.74829101600005
122,31eff4fb-1c62-4d6c-a16f-84825e03934e,28347685,16/22/1/2/2/0006,Nigeria,NGA,Imo,Orsu,0,Orsu Ihitteukwa 1 And 2,1,New Bethel Hospital,NHFR_2024,Private,Unknown,Secondary,Primary Health Center,5.840881348,6.99029541,GRID3_EHEALTH,2024-11-11,6.99029541000004,5.84088134800004
123,b558ef20-1263-4280-a3f8-0c9e326b0a7e,39638467,12/13/1/1/1/0035,Nigeria,NGA,Edo,Orhionmwon,0,Abiokunla 1,1,Abudu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,6.2945334654,6.03165057823,GRID3_EHEALTH,2024-11-11,6.03165057800004,6.29453346500003
124,ca82fd83-f6ee-4018-babf-72d8a4cc01c5,62246727,12/13/1/1/1/0022,Nigeria,NGA,Edo,Orhionmwon,0,Ugbeka,1,Oheze Naka Primary Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.2031534574,6.02105975907,GRID3_EHEALTH,2024-11-11,6.02105975900002,6.20315345700004
125,ff0f35dc-116a-491f-a3ee-91647e2cedfe,67498587,12/13/1/1/1/0014,Nigeria,NGA,Edo,Orhionmwon,0,Abiokunla 2,1,Evbobanosa Primary Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,6.292907714,5.983276367,GRID3_EHEALTH,2024-11-11,5.98327636700003,6.29290771400002
126,961b1f34-5ee0-4166-9573-016bd2983c48,36042559,16/22/1/1/1/0013,Nigeria,NGA,Imo,Orsu,0,Assah-Ubirielem,0,Assah Ubilerem Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,5.858093262,6.993713379,GRID3_EHEALTH,2024-11-11,6.99371337900004,5.85809326200007
127,909f4d4f-e26b-48f8-951c-bff0b2b80ddc,71055935,27/18/1/1/1/0017,Nigeria,NGA,Ogun,Sagamu,0,Ijagba,1,Tunmise Hospital Maternity,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,6.848327637,3.647277832,GRID3_EHEALTH,2024-11-11,3.64727783200004,6.84832763700007
128,2c1d05d8-70bf-4fed-bb7f-596cdf7e58ef,77927975,27/18/1/1/2/0011,Nigeria,NGA,Ogun,Sagamu,0,Sabo Agura,1,Unique Specialist Clinic,NHFR_2024,Private,Unknown,Primary,General Hospital,6.82914,3.64757,GRID3_EHEALTH,2024-11-11,3.64757000000003,6.82914000000005
129,5b982e97-9c00-4b2d-94d0-56a3486a7a8f,86556286,27/18/1/1/1/0017,Nigeria,NGA,Ogun,Sagamu,0,Isote,1,Imperial Hospital Specialist,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,6.849487305,3.643676758,GRID3_EHEALTH,2024-11-11,3.64367675800003,6.84948730500003
130,5f700ba4-5c83-43db-83a5-ab8e6f39c303,20261161,36/10/1/1/1/0051,Nigeria,NGA,Zamfara,Maru,0,Kuyanbana,1,Unguwar Galadima Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.4186219996,6.53640800038,GRID3_EHEALTH,2024-11-11,6.53640800000005,11.418622
131,3aad0488-9c23-4ae5-a53f-1a8a58a7da71,56056826,36/05/1/1/1/0063,Nigeria,NGA,Zamfara,Bungudu,0,Furfuri Kwaikwai,1,Shirgi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.3197419999,6.60787099994,GRID3_EHEALTH,2024-11-11,6.60787100000005,12.3197420000001
132,26dc43bf-548c-452c-9150-fdc26c6c690e,65242659,36/08/1/1/1/0018,Nigeria,NGA,Zamfara,Kaura Namoda,0,Gabake,0,Gegeta Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.63445333,6.65609,GRID3_EHEALTH,2024-11-11,6.65609000000006,12.63445333
133,899854f6-559b-4481-8457-6efaea96fcf3,27337512,27/18/1/2/2/0011,Nigeria,NGA,Ogun,Sagamu,0,Sabo Agura,1,Royal Cottage Hospital,NHFR_2024,Private,For Profit,Secondary,Unknown,6.832092285,3.645324707,GRID3_EHEALTH,2024-11-11,3.64532470700004,6.83209228500004
134,274ed675-3a60-4faf-8e02-a95b290ca6a1,72476314,27/18/1/1/1/0017,Nigeria,NGA,Ogun,Sagamu,0,Ijagba,1,Meditop Hospital Specialist,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,6.84415,3.63476,GRID3_EHEALTH,2024-11-11,3.63476000000003,6.84415000000007
135,d352b438-bd58-4d82-900c-a5761f275e25,67574160,27/18/1/2/1/0003,Nigeria,NGA,Ogun,Sagamu,0,Ojumele,1,Owokoniran Memorial Clinic,NHFR_2024,Public,Unknown,Secondary,Primary Health Center,6.85208,3.63036,GRID3_EHEALTH,2024-11-11,3.63036000000005,6.85208000000006
136,42c78773-1add-4d05-b215-c76484c7bec5,64274858,27/11/1/2/2/0002,Nigeria,NGA,Ogun,Ikenne,0,Ikenne 2,1,Bodmanns Hospital Specialist,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,6.87138,3.70098,GRID3_EHEALTH,2024-11-11,3.70098000000007,6.87138000000004
137,00d19ae8-d006-420d-a877-0ea8006f25c1,29840114,01/12/1/1/2/0010,Nigeria,NGA,Abia,Ugwunagbo,0,Umuarukwu,1,Messiah Maternity Clinic,NHFR_2024,Private,Unknown,Primary,Primary Health Clinic,5.02738,7.31821,GRID3_EHEALTH,2024-11-11,7.31821000000002,5.02738000000005
138,bce877d2-cd36-422a-80ca-a1b39f03b9c6,80362171,27/18/1/2/2/0004,Nigeria,NGA,Ogun,Sagamu,0,Ogijo,1,Divine Hospital,NHFR_2024,Private,Unknown,Secondary,Primary Health Clinic,6.8281,3.64353,GRID3_EHEALTH,2024-11-11,3.64353000000006,6.82810000000006
139,793182f7-2a39-4e50-a295-83c874a8eaf1,51646329,13/02/1/1/1/0015,Nigeria,NGA,Ekiti,Efon,1,Alajo / Sur,1,Aladura Health Post,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.77527333333,4.94464666667,GRID3_EHEALTH,2024-11-11,4.94464666700003,7.77527333300003
140,6a08cb02-f4cd-40a2-8dae-bbd5fe0761a1,73486751,13/02/1/1/1/0010,Nigeria,NGA,Ekiti,Efon,0,Alajo / Sur,1,Itaido Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.73169,4.95747166667,GRID3_EHEALTH,2024-11-11,4.95747166700005,7.73169000000007
141,dade6b45-a727-487e-8d21-ea7597ea3d0a,47437421,13/02/1/1/1/0004,Nigeria,NGA,Ekiti,Efon,0,Alajo / Sur,1,Alajo Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.69758833333,4.92485666667,GRID3_EHEALTH,2024-11-11,4.92485666700003,7.69758833300006
142,b2fc6f61-2963-48f8-8307-89b8940be087,65410141,16/22/1/1/1/0001,Nigeria,NGA,Imo,Orsu,0,Assah-Ubirielem,0,Umuoka Model Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,5.85181,6.99242,GRID3_EHEALTH,2024-11-11,6.99242000000004,5.85181000000006
143,0d6eb06f-8d66-4bf0-852f-ab689a3e71a6,71585063,16/22/1/1/1/0028,Nigeria,NGA,Imo,Orsu,0,Umuhu-Okabia,1,Nwanyinma Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,5.83915564822,6.98600374015,GRID3_EHEALTH,2024-11-11,6.98600374000006,5.83915564800003
144,1c0ee36a-1683-490f-a674-d9dfc1252fe7,48483613,13/02/1/1/1/0001,Nigeria,NGA,Ekiti,Efon,0,Alajo / Sur,1,Surulere Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.72910015841,4.95194635201,GRID3_EHEALTH,2024-11-11,4.95194635200005,7.72910015800005
145,dd515f65-4341-4869-8d03-98042b06f20a,58333459,21/09/1/1/1/0007,Nigeria,NGA,Kebbi,Danko/Wasagu,0,Danko Maga,1,Danko Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.603098,5.17777700026,GRID3_EHEALTH,2024-11-11,5.17777700000005,11.603098
146,5048e804-b250-4a70-9a1b-bd75bf56b6a5,53148044,21/10/1/1/1/0013,Nigeria,NGA,Kebbi,Fakai,0,Gulbin Kuka,1,Chidawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4112379996,4.85171699972,GRID3_EHEALTH,2024-11-11,4.85171700000006,11.411238
147,f9005b97-fe9e-4a62-9b33-d142f75be5ad,49345297,21/21/1/1/1/0008,Nigeria,NGA,Kebbi,Zuru,0,Ciroman Dabai,0,Dabai Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4806849998,5.20292700035,GRID3_EHEALTH,2024-11-11,5.20292700000005,11.4806850000001
148,08a144cf-cfd0-4434-8c97-55f5d0a69b7d,38093593,21/21/1/2/1/0001,Nigeria,NGA,Kebbi,Zuru,0,Rafin Zuru,1,Zuru Martha Bamaiyi General Hospital,NHFR_2024,Public,State Government,Secondary,General Hospital,11.4189209998,5.23798900017,GRID3_EHEALTH,2024-11-11,5.23798900000003,11.4189210000001
149,839acf9c-e031-4f7a-90a7-e828ecc75d04,62491814,21/15/1/1/1/0010,Nigeria,NGA,Kebbi,Maiyama,0,Andarai,1,Gubba Health Post,NHFR_2024,Public,Unknown,Primary,Health Post,11.92791748,4.430114746,GRID3_EHEALTH,2024-11-11,4.43011474600007,11.9279174800001
150,291701fa-78d6-4a71-bfef-903b773b94d0,55534918,27/18/1/2/2/0010,Nigeria,NGA,Ogun,Sagamu,0,Soyindo,1,Renasance Ic Specialist Hospital,NHFR_2024,Private,Unknown,Secondary,General Hospital,6.853823333,3.649305,GRID3_EHEALTH,2024-11-11,3.64930500000003,6.85382333300004
151,d34b8933-7c5c-45e6-a59e-f8108b3a8e58,62363642,24/11/1/1/2/0020,Nigeria,NGA,Lagos,Ikeja,0,Orile Ikeja,0,Life Health Care Clinic,NHFR_2024,Private,Unknown,Primary,Primary Health Center,6.59825,3.34985,GRID3_EHEALTH,2024-11-11,3.34985000000006,6.59825000000006
152,37d4d17d-69ad-46c8-b7cd-fc00b4b00138,56033385,27/18/1/1/1/0016,Nigeria,NGA,Ogun,Sagamu,0,Soyindo,1,Soyindo Health Clinic,NHFR_2024,Public,Unknown,Primary,Health Post,6.854125976,3.646911621,GRID3_EHEALTH,2024-11-11,3.64691162100007,6.85412597600003
153,609a7503-3d0a-4e48-93b7-20ba8f399a11,72639392,27/18/1/1/1/0015,Nigeria,NGA,Ogun,Sagamu,0,Simawa,1,Simawa Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.77392,3.50183,GRID3_EHEALTH,2024-11-11,3.50183000000004,6.77392000000003
154,f5dc45c1-8ccf-44b6-ba62-20b57c873964,21474845,29/23/1/1/1/0003,Nigeria,NGA,Osun,Iwo,0,Molete 3,1,Ago Ogunrinde Mdg Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.642765,4.182771667,GRID3_EHEALTH,2024-11-11,4.18277166700005,7.64276500000005
155,c4e15975-ea2c-450e-a22e-902966297755,19401949,08/05/1/1/2/0001,Nigeria,NGA,Borno,Biu,0,Zarawuyaku,0,Abbott Health Clinic,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,10.6218300002,12.1885399997,GRID3_EHEALTH,2024-11-11,12.18854,10.62183
156,096d4c5d-0240-4f03-a190-193b68ea0312,82947366,08/21/1/1/1/0061,Nigeria,NGA,Borno,Maiduguri,0,Bolori 1,1,Garba Buzu Idp Camp Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.791412,13.120817,GRID3_EHEALTH,2024-11-11,13.120817,11.791412
157,648a147a-4faa-4515-b38e-65e106b56c43,16070799,08/26/1/1/1/0003,Nigeria,NGA,Borno,Nganzai,0,Gajiram,0,Gajiram Support Programme Family Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.4879931589,13.2124568922,GRID3_EHEALTH,2024-11-11,13.212456892,12.487993159
158,564dcd69-ba67-4188-9d6d-ec3539c10473,70704487,08/27/1/1/1/0011,Nigeria,NGA,Borno,Shani,0,Gwaskara,0,Gwaskara Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.27690801,12.14101785,GRID3_EHEALTH,2024-11-11,12.14101785,10.2769080100001
159,57f272ea-42d2-4476-bac1-469ecf1af55e,30666705,08/06/1/1/1/0021,Nigeria,NGA,Borno,Chibok,0,Mbalala,0,Kauthama Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,10.7414679995,12.7944410004,GRID3_EHEALTH,2024-11-11,12.7944410000001,10.7414679990001
160,cf5954d9-5847-4ee8-83e5-b4b33048b026,51395707,08/11/1/2/1/0002,Nigeria,NGA,Borno,Gwoza,0,Hausari Gadamayo,1,Gwoza General Hospital,NHFR_2024,Public,State Government,Secondary,Primary Health Center,11.16636,13.42484,GRID3_EHEALTH,2024-11-11,13.4248400000001,11.1663600000001
161,9261545f-ff23-479a-8da7-4ae63b3a92bc,35180109,08/11/1/1/1/0014,Nigeria,NGA,Borno,Gwoza,0,Bita Izge,0,Izge Primary Health Care Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.9830699997,13.3018300002,GRID3_EHEALTH,2024-11-11,13.3018300000001,10.9830700000001
162,ee9576ac-45b1-470a-986f-4babf8a68b8e,64044770,08/08/1/1/1/0006,Nigeria,NGA,Borno,Dikwa,0,Dikwa,0,Dikwa Maternity and  Child Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.0336799995,13.9205699996,GRID3_EHEALTH,2024-11-11,13.9205700000001,12.0336799990001
163,c54c0a06-b08d-4d61-869b-fc305d2784d7,86719259,08/06/1/1/1/0015,Nigeria,NGA,Borno,Chibok,0,Mbalala,0,Mbalala Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.7793570003,12.8749230001,GRID3_EHEALTH,2024-11-11,12.874923,10.7793570000001
164,45ea586a-c334-4d21-8eef-87a51aba2efa,58123332,08/21/1/1/1/0024,Nigeria,NGA,Borno,Maiduguri,0,Zango (Hausari) (Maiduguri),0,Maiduguri State Hospital Specialist,NHFR_2024,Public,State Government,Secondary,General Hospital,11.8402454096,13.1498706232,GRID3_EHEALTH,2024-11-11,13.149870623,11.84024541
165,279f269e-4005-4cbd-899b-082b82d55e27,13272977,08/13/1/1/2/0007,Nigeria,NGA,Borno,Jere,0,Mairi (Jere),0,Unimaid Medical Center,NHFR_2024,Public,Federal Government,Secondary,Primary Health Clinic,11.8040000005,13.1975100003,GRID3_EHEALTH,2024-11-11,13.19751,11.8040000010001
